,rep1_cond1,rep2_cond1,rep1_cond2,rep2_cond2
rrlH,2012.352769,3220.232443,602.304897,1118.750798
rrmA,67.08880086,59.0578044,60.82745334,47.94503925
rrmJ,377.0516866,377.0687414,474.499871,468.7103795
rrsA,3.798452575,2.467705393,29.33619755,18.18098673
rrsC,2316.21197,4500.389577,574.2981093,1414.093304
rrsE,594.0357778,1192.606763,171.2523889,444.9871014
rrsG,2071.211779,4041.748904,713.5049065,1395.316219
rrsH,2301.651236,4234.229924,662.3067019,1375.644988
rsd,61.39637182,68.37738932,325.8829303,313.6206152
rseA,1413.568939,1444.590513,1222.671646,1652.340871
rseB,391.3649812,382.8490754,311.4634572,402.6828351
rseC,178.2925056,164.212574,133.2601445,171.8680716
rsgA,214.4616665,204.4308614,200.2955279,192.4784917
rsmB,113.5118967,96.49957839,80.29670554,77.48926463
rsmC,62.4315432,63.20933082,75.24326197,64.35171689
rspA,5.892030415,6.263706527,7.114322028,5.106572228
rspB,2.552162907,3.1976485,5.508368453,5.181668879
rssA,148.754638,144.9600653,162.5114418,149.3064452
rssB,117.1314411,91.67223068,145.4857806,127.3621417
rstA,83.91679682,96.93831531,84.58138411,75.6529219
rstB,36.4888729,46.7613114,36.18222879,35.29888637
rsuA,285.1932041,261.6466697,190.8447549,172.676979
rsxA,15.09591204,16.81237871,25.00097445,26.05931189
rsxB,30.91026319,27.22695528,29.85803545,34.92577897
rsxC,30.00771839,30.5668154,31.56080309,26.87669594
rsxD,15.67085864,20.01927248,18.09315184,14.75553448
rsxE,17.76613403,21.86897538,17.18016774,17.49881432
rsxG,32.48767758,21.00870512,29.23058398,19.61219769
rtcA,14.71822561,19.24248655,25.07326325,21.69163424
rtcB,15.11641722,14.62005549,24.42178026,17.79184701
rtcR,7.733101491,8.159103115,9.550276569,6.898183873
rtn,16.5103795,21.29711943,15.17447878,17.26788875
rumA,50.73452875,39.24610064,53.00087949,51.00689081
rumB,29.42453777,38.07129376,32.95104205,25.26123496
ruvA,86.13549811,89.71180515,64.26429861,58.19990407
ruvB,79.8213562,82.80359816,92.19591358,73.87103743
ruvC,230.6480558,212.4414751,169.7317777,177.8495845
rzpD,6.338976051,11.76623907,8.107555298,7.460900983
sanA,18.98171162,15.85500715,20.60930162,17.23468127
sapA,63.53628186,62.82484584,55.47029096,52.97602759
sapB,22.23235079,28.69939182,31.31848284,29.97335873
sapC,23.73855229,21.35354498,24.73843796,21.14843044
sapD,63.57275881,65.69187251,51.06836598,65.49063175
sapF,52.41895933,44.45801261,47.84315446,42.99771783
sbcB,101.4029012,86.412644,78.48920616,74.6675267
sbcC,39.08531659,33.68352329,30.67161237,26.87157169
sbcD,58.42607353,48.80201701,41.43515984,39.54091464
sbmA,16.52321685,16.02752565,16.75449057,14.49162389
sbmC,107.780424,103.2152364,100.2984324,103.2626473
sbp,55.87690001,53.81093335,1423.478824,1109.983109
sdaA,78.19154049,77.25893593,123.0621352,137.7091016
sdaB,15.46129393,15.49737541,13.16383599,12.43047187
sdaC,40.3597855,37.92559849,19.4320261,19.41685022
sdhA,8.28694662,7.075724752,293.6741403,343.3281159
sdhB,20.42264251,21.22846145,467.1564491,552.5353884
sdhC,9.177970454,5.575387129,321.0064187,351.175044
sdhD,4.675298429,4.686209009,183.3931159,209.3254392
sdiA,29.25456444,27.06723212,46.02907312,40.36522861
secA,274.6546046,249.5016646,246.9762131,242.4489531
secB,527.7333011,585.4156485,520.8504608,462.0465834
secD,241.2332553,223.2643864,254.6863765,224.5731196
secE,446.5786618,397.7908043,471.9630117,460.189927
secF,168.0567766,161.6259988,176.6723304,173.2924742
secG,675.2310285,785.200354,875.2058187,861.9065829
secM,216.9338471,240.5404593,200.7923783,218.597127
secY,2404.838728,2501.295722,2443.264884,2396.81108
selA,87.89561046,77.71296607,49.57409849,45.39786733
selB,124.1637629,104.3005348,70.58795612,72.11476391
selC,10.27581381,5.722107843,15.16473906,31.44573425
selD,298.9074129,253.5759764,236.5205423,226.4940872
seqA,473.2018533,408.1979862,411.3504906,359.4241222
serA,3046.046792,2978.999883,2109.682093,1978.33081
serB,59.77434177,48.24522299,60.2129345,55.4924722
serC,914.9468868,1082.707926,830.5236017,777.8026956
serS,969.1557368,906.8412441,539.826007,553.9623771
serU,72.31128236,60.40002723,32.01444913,61.27886674
serV,738.2748667,1151.497293,1240.818085,1240.402867
serW,14.79094412,37.06365307,21.28233266,15.66789206
setA,22.90777266,30.89161698,28.71525017,21.82962174
setB,4.404748164,3.679189476,5.362826503,5.054728855
sfcA,202.7526592,172.5562615,202.6921881,169.9784819
sfsA,101.5435029,80.19067445,99.10856059,85.39927173
sfsB,64.14710532,66.24519115,49.05439785,49.41844092
sgbE,4.675298429,3.905174174,10.34949864,10.23515554
sgcA,26.36348836,20.13334241,15.34025687,13.29836518
sgcB,4.665244023,3.89677595,5.163620827,5.765484774
sgcC,4.457544803,3.309590533,6.578311464,5.946008759
sgcE,17.99214372,10.30521792,11.83472527,13.43197908
sgcQ,19.35469268,32.33310008,22.49342336,19.64796378
sgcR,9.142805816,16.66207648,11.95942065,10.56532185
sgcX,14.2109071,11.62781273,10.27201576,11.67411566
sgrR,26.92023284,25.93262039,20.87898856,22.48001905
shiA,35.33205027,35.49705473,67.49287623,57.57980075
sieB,15.97058997,11.11656943,12.0790713,13.15803887
sixA,216.9338471,248.3112231,283.0907307,292.6822416
slp,1945.517835,2315.334377,962.2120543,1122.23004
slt,83.9527272,81.06319444,103.6257169,93.43604294
slyA,689.7000242,628.5768351,472.2683219,424.7259384
slyB,1649.948779,1453.08527,1315.978558,1377.792469
slyD,699.8043646,763.4318162,847.8141172,821.976677
slyX,98.06598567,96.80552309,63.8096212,66.10562679
smf,66.8156249,57.98402614,52.24758097,53.72113984
smg,359.7257464,365.8406713,378.3986313,318.9991639
smpA,666.9764334,602.4107979,555.6191894,555.0037711
smpB,291.041683,290.3703172,266.654511,257.390271
smtA,129.9947099,124.4886057,116.3884076,97.35621481
sodA,9.431906395,7.878264421,2362.57355,1610.050418
sodB,795.6104753,785.5116943,1160.688804,1288.356586
sodC,144.6225647,101.0138386,158.4163258,133.8274101
sohA,216.9338471,147.2250664,141.9211963,125.156614
sohB,121.7928599,115.4503378,103.0407913,98.92159917
solA,93.34552938,76.26920328,92.56724767,82.34861114
soxR,19.5940249,22.21162292,28.81300421,30.63943337
soxS,13.05620376,18.45556388,634.0639507,748.9639268
speA,170.8477491,150.1293545,217.1541542,200.5046379
speB,73.48899054,82.63195908,82.59102185,84.83230738
speC,24.22224838,23.1589992,39.72579467,26.25007634
speD,176.8215508,142.2249698,175.5962332,147.1270904
speE,155.0063648,134.175839,149.2161349,127.2225607
speG,167.6307,135.6578152,123.7777899,119.1988651
spoT,220.6368431,196.9229906,206.4317182,195.3645236
sppA,45.3843832,50.34961882,53.68497285,53.21064761
spr,368.4432006,286.6604467,173.030475,162.5186876
sprT,22.21611687,17.46506811,23.14297527,18.45748998
spy,89.71955404,65.99262234,133.0971079,96.93030619
sra,2327.322903,1981.383502,2787.344973,2437.833177
srlD,8.343609503,2.787693564,9.419635993,6.186808661
srlR,63.06216485,54.07909415,25.31375047,20.18877393
srmB,110.4168907,89.98925405,128.2016817,110.3363865
ssb,270.2583682,201.4459009,265.3264541,222.0930994
sseA,183.0860128,156.7830494,138.7860428,143.4186243
sseB,74.12604427,52.47106613,359.8844349,312.3092822
sspA,580.017962,672.9073456,662.1580076,713.1220232
sspB,471.1123607,453.0002042,406.4485032,447.1326948
sstT,884.2014514,887.6620869,387.7605507,425.2605692
ssuB,15.25316112,14.8640692,23.26049819,14.36223439
ssuD,3.407337912,0.948691527,7.668382448,5.213516149
ssuE,6.779182721,3.775001702,7.25327363,6.782166241
stfR,6.095821751,4.525961006,6.982634087,6.013091295
sthA,46.45264392,41.12892646,302.2177708,282.7750703
stpA,1030.034044,771.7781257,603.6502241,357.460056
sucA,60.62070031,44.62100513,417.696014,418.4218122
sucB,119.9547997,99.52615324,735.2283834,744.4778576
sucC,93.40981848,86.64065602,762.5446745,702.1865
sucD,93.50596857,69.35589334,758.7424443,702.8580362
sufA,67.90205783,47.14148467,140.9416602,115.2092515
sufB,60.79396118,44.56937493,125.1855324,97.91028607
sufC,39.64052226,43.66267029,103.7576725,70.13846193
sufD,49.62873389,55.12927014,110.6537151,80.57303823
sufE,51.50228024,45.62591985,76.69648604,52.35154982
sufI,83.82581777,92.71596536,88.90636827,87.00688351
sufS,59.96328697,50.30862219,86.48620839,69.07046712
sugE,41.95418741,39.31699886,80.18713437,77.32121157
suhB,99.15819503,130.4911036,207.6758202,190.0673805
sulA,186.3078922,197.1883242,163.2736905,159.5052855
surA,394.4251765,372.1148531,392.568787,367.2803872
surE,108.8939587,95.59374388,83.18715127,76.59858343
syd,95.95150929,84.62641178,86.01684408,87.12036686
tadA,53.93048154,70.86036714,88.26329969,65.04460715
tag,94.62008224,64.57662486,84.54879782,76.59858343
talA,327.4537723,214.3534089,445.2230251,369.7029421
talB,1672.027859,1657.581879,1706.581555,1595.562945
tam,54.8765463,40.10752796,79.34015653,82.35104621
tap,220.9962787,306.7507001,140.0182508,253.6072949
tar,364.1669274,529.8630548,242.4487749,443.8293372
tas,93.77543822,87.205803,129.6723581,122.7343296
tatA,649.5963532,436.8935303,421.5235802,377.0352495
tatB,309.6352294,320.2606095,248.7634375,237.8118811
tatC,44.39186832,60.86643671,52.28614664,59.74098012
tatD,22.44143246,34.01840614,30.35852934,24.94589882
tatE,298.2840397,303.7766075,269.768814,180.231961
tauA,5.068547829,5.644862358,10.92081676,8.590495337
tauB,5.931784881,3.539064095,12.56817241,8.976396495
tauD,10.31199625,7.65634148,13.01996082,9.979392911
tbpA,108.1362317,104.963462,123.1287426,110.6942943
tdcC,7.084551313,6.937840965,8.436239972,6.728253949
tdcE,5.529686298,4.026668482,6.528436685,4.405670158
tdcF,5.840526652,5.575387129,9.973732228,12.37361732
tdcG,3.814221487,5.973629067,7.387949798,7.40733554
tdh,77.70291306,58.28072803,122.722055,113.5540403
tdk,57.39269255,56.29517101,53.15020195,45.73604738
tehA,24.57709748,18.61269721,26.98498884,27.76987919
tehB,132.0228716,116.2242948,133.6360717,106.773783
tesA,109.5048845,97.10243612,115.8034619,105.1856146
tesB,47.61962497,34.09339516,98.55319095,91.8115425
tfaE,6.475637226,7.21194355,3.344793192,4.954137236
tgt,142.2185992,125.2979288,165.3937963,150.9562508
thiC,469.2224193,396.2318242,910.7401596,791.4378952
thiD,84.49857714,105.8697106,111.8707155,110.1642548
thiE,384.7505967,309.4076867,674.7951223,651.8105873
thiF,380.0646567,345.1430127,673.8279292,632.2422759
thiG,272.2224346,266.5121824,448.6382822,455.716864
thiH,260.2632266,232.4921683,439.4364267,454.9307402
thiI,99.70872475,86.28575318,79.63842779,71.68231824
thiL,78.52206735,57.25033256,56.27079555,47.93285589
thiM,127.0259029,88.87760661,134.2050576,141.2559428
thiP,18.98676129,17.88380694,23.16129141,24.67701105
thiQ,22.81064057,27.99657914,31.32744378,25.97119352
thiS,429.0109663,392.1494305,632.1659133,572.774482
thrA,1545.224285,1342.116561,1778.147235,1668.001796
thrB,1283.118366,1105.844872,1388.305042,1250.6997
thrC,1384.533504,1242.635525,1464.49314,1427.876158
thrL,1597.421965,3195.710532,3184.710087,3001.271769
thrS,1059.871976,912.2001002,829.8862178,715.5951643
thrT,475.2563887,500.6844362,625.5454862,565.4184908
thrU,419.5957306,464.9212622,661.5617415,656.1273396
thrV,4.281589087,7.152634803,3.791184765,6.047256586
thrW,179.8267417,150.2053309,166.8121297,181.4176976
thyA,155.5374753,125.8143963,144.6086627,136.4321939
tiaE,218.9363134,189.0056237,192.3822127,164.0388125
tig,843.4367935,738.6100327,973.8529253,832.3240993
tilS,46.09217998,50.63558865,57.0049429,59.43908552
tktA,822.159678,691.7804323,415.4164061,373.5334535
tktB,247.9475932,172.5198383,326.4467369,277.7271992
tldD,128.9451187,127.0656174,151.5372732,138.5766903
tmk,61.83628352,59.27105476,68.89090571,67.29221348
tnaC,8.677353883,7.248003267,1.920866948,12.25577335
tolA,127.2301591,128.8152239,113.6816398,102.7364887
tolB,471.3655401,421.6790764,505.6203137,513.2638258
tolC,407.5194536,396.1459276,475.6478732,435.0923585
tolQ,176.0826681,178.8468339,165.4772825,162.150248
tolR,124.3956326,129.2476107,107.461088,118.3796289
tonB,29.37645846,28.69001293,302.3364539,255.0094507
topA,195.140262,163.2056163,187.373251,171.0642729
topB,113.1107674,93.92481298,83.19351115,79.76091026
torA,5.621371774,6.189402084,5.712825727,5.503549575
torD,38.50575786,29.89801348,28.09267911,29.49045462
torI,25.90254891,45.97614013,45.1547081,41.15744781
torR,53.5291311,43.92729253,49.06110386,38.46508951
torS,18.72980756,20.00132049,11.70364288,13.14314492
torT,12.64920391,15.32012352,14.84051723,16.97228088
torZ,7.097218454,9.8429674,8.892902535,8.700086019
tpiA,2238.825094,2113.529078,811.8664208,765.3874078
tpx,209.2320537,229.4486241,997.6573747,1058.32954
treA,39.86063621,23.05018707,53.7062181,40.05862313
treB,8.924493709,8.792409027,5.876069776,4.848011609
treC,5.698443447,3.939132211,5.480734497,4.995559789
treF,25.04599871,26.02692082,57.27675989,56.68295173
treR,29.17622943,30.39115294,29.32969311,27.14886501
trg,15.26865286,21.53200239,27.47858111,31.22757606
trkA,55.76948574,58.03139871,58.79777911,61.4123719
trkD,43.00374015,36.06550583,25.35976026,23.85252839
trkG,21.42556514,16.40494567,14.7226942,14.97297413
trkH,53.1129357,52.03886643,61.91224046,65.20375283
trmA,109.9446745,116.5210335,138.3076542,137.3347899
trmC,65.82596556,61.75428793,65.32096122,61.94295012
trmD,3171.386417,2675.532456,2959.71081,2731.21824
trmE,101.3152583,109.9147748,99.63178014,104.7127888
trmH,83.4723716,81.14612354,75.16435882,71.60302364
trmU,280.1327321,246.0196231,309.2127281,269.4443395
trpA,370.964943,328.0462445,119.6078861,122.4438322
trpB,478.8351374,309.5880793,121.8640463,115.8601689
trpC,220.0465844,138.8000626,65.6190199,63.07123977
trpD,254.4487229,181.5406833,49.64646716,46.93822969
trpE,275.851581,235.8035612,42.67569082,46.75307011
trpL,282.0140012,181.2000817,76.8346779,86.81172788
trpR,133.3446583,157.9266767,132.6103099,156.008124
trpS,271.3291998,266.6616128,238.2448408,240.3137647
trpT,21.40794544,71.52634803,51.18099433,123.96876
truA,55.6343261,58.17124394,55.8185506,57.94357787
truB,143.245207,134.0305366,136.8998825,129.3664965
truD,131.0900247,118.5566249,111.9591021,93.01256559
trxA,1521.495118,1438.069739,1643.650922,1674.723574
trxB,260.7248411,243.6634639,452.179238,449.600381
trxC,29.4410221,45.30002042,191.7436828,215.0231663
tsf,1143.103881,1039.986384,1260.907115,1138.190218
tsgA,31.65912743,40.47108423,78.00474914,60.46233362
tsr,147.1770394,238.6457598,156.4184226,266.9849176
tsx,212.1539488,176.9004187,180.528936,142.0319496
ttdA,5.70878545,4.172370302,7.740335562,2.519690244
ttdB,7.517509553,6.279210752,4.516890099,5.308812713
ttk,106.2866839,97.42918965,102.8001658,118.5545914
tufA,2647.691334,2105.590823,2102.619864,1773.790488
tufB,451.167482,468.8265405,509.0297411,463.8577508
tus,41.28740961,36.82453273,39.65660795,37.5580151
tynA,5.151463387,5.020055034,7.855788308,5.355837627
tyrA,221.8641618,230.6182858,255.0027913,238.8073483
tyrB,153.7068967,134.3065932,185.8125062,170.1335371
tyrP,136.1206194,179.4060215,193.3942156,156.7995755
tyrR,135.4781419,138.5440313,123.6978521,113.8547038
tyrS,441.5241829,396.508414,332.6489584,303.8710862
tyrT,264.1488609,274.997771,261.0119205,273.0514209
tyrU,1351.370259,1349.407667,1564.376641,1568.018061
tyrV,210.5534398,153.487128,174.5729079,148.6913678
ubiA,40.62850401,34.87011881,86.30699429,80.54696401
ubiB,45.60766438,45.38283582,49.86528456,46.7713471
ubiC,63.3812746,52.39520434,120.3434714,108.8991909
ubiD,115.4366857,111.3398092,149.9471939,140.7383611
ubiE,199.7168751,176.885794,210.1901035,196.0558981
ubiF,62.53450184,53.62043234,50.10424627,58.23055577
ubiG,213.7833555,182.7038168,215.5993815,201.5083066
ubiH,162.5623867,134.1710529,137.222238,129.6133791
ubiX,34.82359124,44.8231781,47.26343674,42.3307961
ucpA,66.14838898,70.69548642,43.47416671,48.74455309
udk,108.4669235,113.4617334,74.05211363,71.58746114
udp,397.5697079,363.8269357,242.1880472,253.3181499
ugd,20.35497537,25.15373885,21.23323361,13.78380679
ugpA,1.099326928,1.224324876,15.08789072,9.574822928
ugpB,5.682777315,4.540320953,83.46363787,77.47100465
ugpC,12.1531567,13.1966446,42.23755053,42.48324795
ugpE,2.307806884,3.212767406,17.0289623,11.67992584
ugpQ,48.11032899,63.56615769,73.19432522,65.17056896
uhpA,238.9575879,226.2701528,234.2580123,225.518672
uhpB,18.83557355,21.70060859,19.07447717,19.87587993
uhpC,5.916377648,9.060004084,12.66025943,7.485770653
uhpT,9.8181267,21.47845796,18.42210758,27.2387204
uidR,120.0293875,98.41831848,78.00474914,80.87566169
ulaB,12.76081453,7.105885556,9.886815171,8.260631546
ulaC,6.997866035,3.507098355,7.435613991,6.42439732
ulaD,8.997256331,14.1953981,13.7204782,12.00162137
ulaE,6.089371146,7.629477124,10.10982604,6.181640066
ulaF,8.525784383,11.07773425,9.855976696,10.03474892
ulaG,10.99946267,5.104227653,6.357799052,5.825807753
ulaR,43.90327858,43.86192454,40.01806141,42.55476857
umuC,16.41107117,14.13617659,18.16422645,14.12456148
umuD,14.72051105,25.88572596,22.63878902,19.14964586
ung,138.1774287,111.8713548,85.6038531,73.60124755
upp,396.5010985,344.1934566,188.6401632,171.1556864
uraA,29.26084449,32.86885203,23.22908867,18.16989653
usg,114.8850847,113.6521222,96.04334738,85.66350454
ushA,79.9229963,68.73106547,71.46601166,59.08239193
uspA,2654.82146,2075.678177,1466.813743,1406.772605
uspE,466.3735545,433.2796906,268.4366113,267.2493163
uspF,221.4221336,193.696639,58.95074425,71.84418859
uspG,261.6859344,215.4126845,139.6994144,148.9119314
uup,98.91637682,92.87928715,109.0303409,100.3248742
uvrA,123.9127979,113.0334197,114.823343,105.0890236
uvrB,153.3664364,126.35614,150.5486595,139.6730846
uvrC,91.24713372,100.5349062,108.225605,92.52005658
uvrD,126.6701104,100.2757734,97.57524543,82.7604667
uvrY,256.5564676,263.1124474,279.1396831,228.3966894
uxaA,14.65178201,12.0556506,6.777252335,6.949468254
uxaB,8.067787702,13.10331169,10.02105174,8.387861408
uxaC,14.96889603,11.15669293,6.015453817,6.505187552
uxuA,9.061793612,7.339750144,8.631743878,7.756818575
uxuB,7.572639426,9.673926332,9.959320416,7.864330947
uxuR,52.97221847,55.48374594,62.35372359,55.22223456
vacJ,145.9138376,159.6286434,166.7419225,141.6465868
valS,350.2387846,310.248039,349.4686505,308.5667725
valT,1160.310643,1158.726838,1296.58519,1021.986363
valU,329.6823597,336.1738358,354.4757755,432.3788459
valV,4.225984034,0,9.354871498,17.90616236
valW,4.225984034,7.059743442,26.19364019,26.85924354
valX,903.4152974,1029.979412,1074.800881,1333.420077
valY,201.2346871,221.7316789,291.9212269,308.4100859
valZ,612.2672395,822.5530024,671.0397034,607.7492869
visC,123.0734419,110.2564088,89.93585272,97.41964476
vsr,18.65354736,27.69937554,23.85790158,25.37023145
wbbH,95.64050071,61.95272716,67.52662084,50.21243901
wbbI,238.2339982,213.4985857,199.340724,175.6444859
wbbJ,198.7642609,159.1249448,140.1647836,132.2006008
wbbK,168.9525002,121.933567,130.6756,94.67009909
wcaA,3.873818698,2.588572596,7.546263008,5.471327388
wcaB,5.988971239,6.669941657,5.30300691,4.229369637
wcaJ,3.498933018,3.11742076,6.093072576,6.259669183
wcaK,4.826397066,4.667917795,8.434720203,6.816735761
wcaL,5.863076948,4.006881413,7.315340955,4.328666877
wcaM,8.630701443,11.30065026,14.56141073,10.37787259
wrbA,1946.954025,1669.954522,987.7020624,894.5482808
wzxE,28.87249044,23.46475878,22.57133823,17.8178959
wzyE,14.67069254,11.24967248,13.52273295,12.90796528
wzzE,109.7100975,101.7627966,97.14413073,80.32974651
xapB,6.73064442,5.189501146,6.991222184,8.775016717
xapR,12.50127254,14.74170156,18.3947428,17.13731019
xdhA,6.338040685,6.256576526,7.461534956,6.510370968
xdhC,6.779182721,5.662502553,9.904470198,6.70237605
xdhD,6.233731238,6.248278679,7.426549327,6.563305999
xerC,124.4286113,107.8716205,110.819247,99.14264811
xerD,99.76054841,79.38866455,74.84314361,68.91310683
xseA,165.9045505,174.0630982,189.3546083,172.4725215
xseB,362.8955096,357.9260873,247.2226905,223.1761196
xthA,73.78976583,87.56881271,139.2450018,123.8675977
xylA,11.06805342,13.14830525,19.38289777,17.36929329
xylB,7.827509946,10.08742723,13.1688301,9.791983861
xylE,8.157065388,6.260978432,18.05693015,14.47900053
xylH,7.708309287,6.898480267,8.653651858,8.748569173
xylR,20.97579183,18.90382532,21.01711927,17.15184565
yaaA,59.4683519,64.36450778,76.94592502,76.59858343
yaaH,56.2421085,55.60637427,35.57161014,35.25966539
yaaI,8.034586929,1.342222827,8.181470332,3.404381486
yaaJ,16.82715376,20.89309118,12.28227294,7.708033552
yaaX,69.02440589,53.07881181,67.42437013,51.06572228
yaaY,276.3677778,210.9863965,286.1565487,252.8802549
yabI,18.71586132,27.00236511,37.47573751,42.65489744
yabP,73.47759337,65.1318266,60.85695974,49.77142978
yabQ,45.024006,78.63399771,56.17629752,60.70076422
yacC,148.67449,148.3966186,108.8767257,93.76723143
yacF,95.34592473,97.90649575,98.56061253,96.36595979
yacG,151.1963177,203.163728,144.7926222,153.1971669
yacH,5.791923102,6.450488345,9.790826674,7.684647528
yacL,89.64208557,67.38846013,107.5526741,108.8839368
yadB,30.89025654,26.38836141,27.19674076,24.29340186
yadC,5.515267299,3.071187825,4.302183841,5.378593025
yadD,8.648525465,14.44784704,10.68920976,12.21505649
yadE,34.65650484,29.16879364,34.20080175,33.62864638
yadG,94.42589784,68.02333164,87.80662018,58.50247796
yadH,48.53578291,43.71363838,47.08739988,51.26442159
yadI,32.46629004,22.1877651,30.70773692,22.92746715
yadL,6.980544584,7.176240859,7.607393852,3.033607264
yadR,299.9346234,397.0645268,762.918242,772.6465806
yadS,24.50935292,23.52116445,32.09140694,30.19751847
yaeB,67.1024188,76.01189867,64.50368881,61.01921053
yaeF,16.96028259,17.79055347,14.49381424,12.81285395
yaeH,152.1900245,186.8186889,197.6706103,163.8853413
yaeI,7.204445106,9.360889829,9.39169264,10.45810918
yaeJ,87.69666159,52.68938545,71.18106242,59.75776012
yaeL,198.8961104,164.325573,201.1373428,181.5607221
yaeP,336.7331358,351.582248,355.5037336,307.5375961
yaeQ,101.3152583,82.63520209,78.10118358,65.23505731
yaeR,79.26429028,45.99694381,68.33853563,57.74354751
yaeT,404.3101231,323.0768411,373.5150649,364.6697048
yafC,54.4112764,39.21050948,38.10244273,33.40200523
yafD,118.6230025,184.5933416,135.9714806,167.5414709
yafE,45.36837667,40.94424923,26.08869773,33.14361783
yafF,8.608485996,8.628575318,7.622487887,18.23775796
yafJ,161.0055896,138.0234997,130.74651,118.787647
yafK,211.664199,194.4049459,178.866153,183.8986234
yafL,8.677353883,8.697603921,12.48563516,11.64298468
yafM,10.45464323,19.64820163,16.77865707,12.45880574
yafN,32.09735493,42.52654978,37.24129796,38.29929171
yafO,17.94189713,24.52331933,26.35776075,14.39822997
yafP,9.338211961,8.400003787,14.94714347,5.072753869
yafQ,113.1321676,163.6645899,69.70888116,65.06761388
yafS,52.65821599,52.63072912,46.02907312,47.03979397
yafV,56.13268806,56.40469469,64.27803793,68.55126143
yafW,9.209455773,15.3849126,18.1213863,20.23358807
yafX,43.24498259,28.42354223,36.09472205,37.04768087
yafY,10.61913937,8.236367349,10.57820085,11.51657024
yafZ,14.25112864,8.597084168,12.44357238,8.666263088
yagB,40.79097979,54.20515264,45.55902376,34.6985036
yagF,3.306918401,5.800612371,6.075912982,4.553879198
yagG,1.882289346,4.323646201,8.333479165,6.147825568
yagH,11.31126205,6.411176075,9.121435226,7.987934212
yagI,78.8850353,91.67434963,70.98856111,61.46052346
yagJ,9.33526801,10.396726,12.79265897,17.58000275
yagK,19.72125883,13.87177659,12.63728255,17.95851956
yagN,180.0403357,216.9470366,157.4588212,157.3657972
yagP,38.00300971,31.74308,23.13452893,24.6010049
yagQ,11.22071623,19.88088671,13.69897275,12.72641041
yagR,7.250858463,10.3825422,10.15465133,8.046508764
yagS,7.82049919,4.544202676,8.580675236,11.52580566
yagT,7.073929796,3.939132211,8.142805539,8.6589703
yagU,319.0514873,416.3182365,133.5236781,155.065425
yagV,14.64532301,11.4683596,13.57574741,10.66562554
yagW,16.82424909,14.21825458,12.44357238,13.55850838
yagX,5.925746417,7.747271901,7.129108327,5.003470414
yagY,7.295981404,3.25022568,6.244971018,4.465388271
yagZ,29.33034157,18.48980425,19.84569168,15.63236396
yahA,171.8139973,116.3074904,156.6326767,102.5534753
yahB,27.20392295,16.89647064,20.84542105,17.48713641
yahC,0.653415202,2.183133514,6.3643182,5.075809745
yahD,10.20233439,13.45545161,10.22243549,11.75522815
yahF,5.044973188,2.809303592,6.1423071,4.304959146
yahG,5.274290151,5.363215948,7.614430289,9.71652221
yahH,5.478127452,1.830303855,6.305876343,6.963507584
yahI,3.763836464,5.716090905,3.78719824,5.315990017
yahJ,41.64565177,40.87810953,32.70890572,21.43431076
yahK,195.2404624,159.4560719,204.2979204,169.3922959
yahM,11.90490624,15.46829966,14.64075417,7.473032529
yahN,2.421136686,8.898218297,7.289004042,4.103495541
yahO,170.9533034,128.0217968,242.718242,207.3157312
yaiA,762.6580562,600.2252706,520.7350241,494.3002337
yaiB,607.1654226,358.2346443,494.5680417,410.2866652
yaiC,13.41257657,17.04839478,13.29632363,13.38416108
yaiE,92.48232428,131.6084804,111.7135777,154.0034677
yaiI,46.78965329,46.18825612,41.43046357,38.04896954
yaiL,88.58132089,78.5200354,77.90182621,61.27886674
yaiO,5.46538762,9.832562572,4.653262954,6.531662153
yaiP,3.262163114,3.633084345,6.739884027,6.527197585
yaiT,11.13623445,14.88296359,13.11474867,12.58292952
yaiU,16.91898594,16.64872545,15.90461415,15.87620212
yaiV,5.836785123,4.875338521,5.383595705,2.404439838
yaiW,51.11318041,46.16878794,48.41637238,54.35351536
yaiY,29.48615397,36.94370597,36.36592765,32.72172496
yaiZ,19.86014093,53.59439036,30.43627206,29.12903877
yajB,17.89145131,27.08661015,33.41714406,24.87479771
yajC,614.6459001,772.1408886,820.6947296,733.5521998
yajD,121.5577591,112.4690162,110.5326455,108.9548816
yajG,252.9021533,202.7938738,259.0184576,235.3521242
yajI,24.70635481,23.15334377,21.60975316,20.42628891
yajL,90.29733737,116.8142659,72.15439295,82.43096287
yajO,120.4817212,98.12681347,149.5321039,133.870755
yajQ,1132.28886,997.7053278,670.8393562,614.189861
yajR,14.54171942,15.53143557,19.10312734,19.6967786
ybaA,11.94974581,18.42712695,31.3361769,20.7724972
ybaB,737.5750801,609.4911839,538.7158667,572.4003234
ybaD,145.3456775,151.0000681,141.8240096,133.2815352
ybaE,9.564984439,7.989421591,7.283710648,7.9705757
ybaJ,62.47694796,63.78242875,95.65917399,91.30551144
ybaK,87.45145711,95.13004289,83.43765803,70.37494852
ybaL,50.25569445,48.29841176,80.23657107,78.37994583
ybaM,42.18158138,70.46669843,70.25393003,65.25064514
ybaN,40.45988418,51.77145191,115.0995671,100.3076688
ybaO,17.72335352,15.39608537,29.50351194,33.54317052
ybaP,63.85222669,46.49662473,33.88699238,35.55330476
ybaQ,96.0978884,95.36846405,117.9479705,105.4910316
ybaS,209.2609457,185.861177,166.4545474,158.8620139
